No.,Year,State,Process,Measure,killer,Compound,Value
1812,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,FUNGICIDE,(CALCIUM POLYSULFIDE = 76702),0.00
1813,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,FUNGICIDE,(CAPTAN = 81301),44.00
1814,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,FUNGICIDE,(CEREVISANE = 100055),0.00
1815,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,FUNGICIDE,(CHLOROTHALONIL = 81901),0.00
1816,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,FUNGICIDE,(COPPER CHLORIDE HYD. = 23501),0.00
1817,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,FUNGICIDE,(COPPER HYDROXIDE = 23401),24.00
1818,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,FUNGICIDE,(COPPER OCTANOATE = 23306),0.00
1819,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,FUNGICIDE,(COPPER SULFATE = 24401),10.00
1820,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,FUNGICIDE,(CYPRODINIL = 288202),41.00
1821,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,FUNGICIDE,(FENBUCONAZOLE = 129011),30.00
1822,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,FUNGICIDE,(FENHEXAMID = 90209),15.00
1823,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,FUNGICIDE,(FLUDIOXONIL = 71503),41.00
1824,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,FUNGICIDE,(FLUOPYRAM = 80302),21.00
1825,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,FUNGICIDE,(IPRODIONE = 109801),0.00
1826,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,FUNGICIDE,(ISOFETAMID = 270000),0.00
1827,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,FUNGICIDE,(METCONAZOLE = 125619),0.00
1828,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,FUNGICIDE,(MONO-POTASSIUM SALT = 76416),3.00
1829,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,FUNGICIDE,(POLYOXIN D ZINC SALT = 230000),0.00
1830,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,FUNGICIDE,(PROPICONAZOLE = 122101),0.00
1831,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,FUNGICIDE,(PYRACLOSTROBIN = 99100),0.00
1832,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,FUNGICIDE,(PYRIMETHANIL = 288201),21.00
1833,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,FUNGICIDE,(TOTAL),91.00
1834,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,FUNGICIDE,(ZIRAM = 34805),0.00
1835,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,"(2,4-D",1.00
1836,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,(ACETOCHLOR = 121601),0.00
1837,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,(CARFENTRAZONE-ETHYL = 128712),3.00
1838,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,(CLETHODIM = 121011),21.00
1839,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,(CLOPYRALID MONO SALT = 117401),2.00
1840,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,(DICHLOBENIL = 27401),0.00
1841,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,(DIURON = 35505),18.00
1842,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,(FLUAZIFOP-P-BUTYL = 122809),0.00
1843,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,(FLUMETSULAM = 129016),0.00
1844,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,(FLUMIOXAZIN = 129034),14.00
1845,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,(GLUFOSINATE-AMMONIUM = 128850),23.00
1846,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,(GLYPHOSATE ISO. SALT = 103601),16.00
1847,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,(GLYPHOSATE POT. SALT = 103613),0.00
1848,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,(HALOSULFURON-METHYL = 128721),0.00
1849,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,(ISOXABEN = 125851),0.00
1850,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,(MESOTRIONE = 122990),18.00
1851,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,(NAPROPAMIDE = 103001),0.00
1852,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,(NORFLURAZON = 105801),11.00
1853,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,(ORYZALIN = 104201),14.00
1854,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,(PARAQUAT = 61601),19.00
1855,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,(PRONAMIDE = 101701),0.00
1856,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,(QUINCLORAC = 128974),0.00
1857,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,(RIMSULFURON = 129009),4.00
1858,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,(S-METOLACHLOR = 108800),0.00
1859,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,(SIMAZINE = 80807),18.00
1860,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,(SULFENTRAZONE = 129081),3.00
1861,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,HERBICIDE,(TOTAL),43.00
1862,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(ACEPHATE = 103301),0.00
1863,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(ACETAMIPRID = 99050),4.00
1864,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(AZADIRACHTIN = 121701),0.00
1865,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(BEAUVERIA BASSIANA = 128924),0.00
1866,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(BIFENTHRIN = 128825),20.00
1867,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(BT KURSTAKI ABTS-351 = 6522),33.00
1868,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(BT SUBSP KURSTAKI STRAIN EVB-113-19 = 6700),0.00
1869,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(BURKHOLDERIA A396 CELLS & MEDIA = 6534),0.00
1870,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329),30.00
1871,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(CYANTRANILIPROLE = 90098),0.00
1872,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(DIAZINON = 57801),4.00
1873,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(ESFENVALERATE = 109303),13.00
1874,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(FENPROPATHRIN = 127901),0.00
1875,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(FLUPYRADIFURONE = 122304),0.00
1876,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(IMIDACLOPRID = 129099),0.00
1877,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(MALATHION = 57701),36.00
1878,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(METHOMYL = 90301),9.00
1879,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(PETROLEUM DISTILLATE = 63503),0.00
1880,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(PHOSMET = 59201),0.00
1881,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(PYRETHRINS = 69001),0.00
1882,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(SPINETORAM = 110007),16.00
1883,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(SPINOSAD = 110003),55.00
1884,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(SPIROTETRAMAT = 392201),0.00
1885,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(THIAMETHOXAM = 60109),5.00
1886,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(TOTAL),91.00
1887,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,INSECTICIDE,(ZETA-CYPERMETHRIN = 129064),40.00
1888,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,OTHER,(AUREOBASIDIUM PULLULANS DSM 14940 = 46010),44.00
1889,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,OTHER,(AUREOBASIDIUM PULLULANS DSM 14941 = 36010),44.00
1890,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,OTHER,(BT KURSTAKI SA-12 = 6518),1.00
1891,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,OTHER,(CAPRIC ACID = 128955),0.00
1892,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,OTHER,(CAPRYLIC ACID = 128919),0.00
1893,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,OTHER,(CHOLECALCIFEROL = 202901),0.00
1894,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,OTHER,(CUPRAMMONIUM ACETATE = 36011),0.00
1895,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,OTHER,(CYTOKININS = 116801),39.00
1896,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,OTHER,(DIPHACINONE = 67701),0.00
1897,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,OTHER,(FORCHLORFENURON = 128819),0.00
1898,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,OTHER,(GIBBERELLIC ACID = 43801),0.00
1899,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,OTHER,(HARPIN A B PROTEIN = 6506),0.00
1900,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,OTHER,(HYDROGEN PEROXIDE = 595),52.00
1901,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,OTHER,(INDAZIFLAM = 80818),17.00
1902,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,OTHER,(INDOLEBUTYRIC ACID = 46701),0.00
1903,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,OTHER,(IRON PHOSPHATE = 34903),0.00
1904,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,OTHER,(METALDEHYDE = 53001),0.00
1905,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,OTHER,(MINERAL OIL = 63502),0.00
1906,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,OTHER,(PEROXYACETIC ACID = 63201),0.00
1907,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,OTHER,(POTASSIUM SILICATE = 72606),0.00
1908,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,OTHER,(REYNOUTRIA SACHALINE = 55809),16.00
1909,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,OTHER,(TOTAL),74.00
1910,2019,OREGON,TREATED, MEASURED IN PCT OF AREA BEARING,OTHER,(ZINC PHOSPHIDE = 88601),4.00
1911,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(AZOXYSTROBIN = 128810),0.00
1912,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(BACILLUS AMYLOLIQUEFAC F727 = 16489),0.00
1913,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482),0.00
1914,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(BACILLUS SUBTILIS = 6479),0.00
1915,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(BASIC COPPER SULFATE = 8101),0.00
1916,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(BOSCALID = 128008),2900.00
1917,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(BT SUBSP KURSTAKI EVB-113-19 = 6544),0.00
1918,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(CALCIUM POLYSULFIDE = 76702),13500.00
1919,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(CAPTAN = 81301),66600.00
1920,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(CHLOROTHALONIL = 81901),22600.00
1921,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(COPPER CHLORIDE HYD. = 23501),3100.00
1922,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(COPPER HYDROXIDE = 23401),2800.00
1923,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(COPPER OXIDE = 25601),0.00
1924,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(CYMOXANIL = 129106),0.00
1925,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(CYPRODINIL = 288202),1800.00
1926,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(FAMOXADONE = 113202),0.00
1927,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(FENBUCONAZOLE = 129011),600.00
1928,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(FENHEXAMID = 90209),0.00
1929,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(FLUDIOXONIL = 71503),1200.00
1930,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(FLUOPYRAM = 80302),0.00
1931,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(IPRODIONE = 109801),0.00
1932,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(MEFENOXAM = 113502),0.00
1933,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(METCONAZOLE = 125619),900.00
1934,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(MYCLOBUTANIL = 128857),0.00
1935,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(POLYOXIN D ZINC SALT = 230000),300.00
1936,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(POTASSIUM BICARBON. = 73508),0.00
1937,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(PYRACLOSTROBIN = 99100),1500.00
1938,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(PYRIMETHANIL = 288201),0.00
1939,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(QUINOLINE = 55459),0.00
1940,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(SULFUR = 77501),0.00
1941,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(SWINGLEA GLUTINOSA = 97096),0.00
1942,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(TEBUCONAZOLE = 128997),0.00
1943,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(TOTAL),126500.00
1944,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(TRIFLUMIZOLE = 128879),0.00
1945,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,FUNGICIDE,(ZIRAM = 34805),0.00
1946,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,HERBICIDE,(CARFENTRAZONE-ETHYL = 128712),0.00
1947,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,HERBICIDE,(CLETHODIM = 121011),0.00
1948,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,HERBICIDE,(DICHLOBENIL = 27401),0.00
1949,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,HERBICIDE,(DIURON = 35505),0.00
1950,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,HERBICIDE,(FLUMIOXAZIN = 129034),0.00
1951,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,HERBICIDE,(GLUFOSINATE-AMMONIUM = 128850),21100.00
1952,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,HERBICIDE,(GLYPHOSATE = 417300),0.00
1953,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,HERBICIDE,(GLYPHOSATE ISO. SALT = 103601),0.00
1954,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,HERBICIDE,(HALOSULFURON-METHYL = 128721),0.00
1955,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,HERBICIDE,(ISOXABEN = 125851),0.00
1956,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,HERBICIDE,(MESOTRIONE = 122990),100.00
1957,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,HERBICIDE,(NAPROPAMIDE = 103001),0.00
1958,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,HERBICIDE,(ORYZALIN = 104201),0.00
1959,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,HERBICIDE,(PARAQUAT = 61601),1900.00
1960,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,HERBICIDE,(RIMSULFURON = 129009),0.00
1961,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,HERBICIDE,(S-METOLACHLOR = 108800),0.00
1962,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,HERBICIDE,(SIMAZINE = 80807),9100.00
1963,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,HERBICIDE,(SULFENTRAZONE = 129081),0.00
1964,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,HERBICIDE,(TOTAL),39700.00
1965,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(ABAMECTIN = 122804),0.00
1966,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(ACETAMIPRID = 99050),0.00
1967,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(AZADIRACHTIN = 121701),0.00
1968,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(BEAUVERIA BASSIANA = 128924),0.00
1969,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(BIFENTHRIN = 128825),1000.00
1970,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(BT KURSTAKI ABTS-351 = 6522),0.00
1971,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(BURKHOLDERIA A396 CELLS & MEDIA = 6534),0.00
1972,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(CARBARYL = 56801),0.00
1973,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(CHLORPYRIFOS = 59101),0.00
1974,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329),0.00
1975,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(CYANTRANILIPROLE = 90098),0.00
1976,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(DIAZINON = 57801),1700.00
1977,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(DIMETHOATE = 35001),0.00
1978,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(ESFENVALERATE = 109303),0.00
1979,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(FENPROPATHRIN = 127901),3400.00
1980,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(FLUPYRADIFURONE = 122304),0.00
1981,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(IMIDACLOPRID = 129099),1300.00
1982,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(MALATHION = 57701),0.00
1983,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(METHOMYL = 90301),4000.00
1984,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(METHOXYFENOZIDE = 121027),0.00
1985,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(PETROLEUM DISTILLATE = 63503),0.00
1986,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(PHOSMET = 59201),10900.00
1987,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(PYRETHRINS = 69001),0.00
1988,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(SPINETORAM = 110007),400.00
1989,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(SPINOSAD = 110003),0.00
1990,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(SPIROTETRAMAT = 392201),0.00
1991,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(THIAMETHOXAM = 60109),100.00
1992,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(TOTAL),43000.00
1993,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,INSECTICIDE,(ZETA-CYPERMETHRIN = 129064),500.00
1994,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,OTHER,(BT ISRAELENSIS AM 65-52 = 69162),0.00
1995,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,OTHER,(BT KURSTAKI SA-12 = 6518),0.00
1996,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,OTHER,(CAPRIC ACID = 128955),0.00
1997,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,OTHER,(CAPRYLIC ACID = 128919),0.00
1998,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,OTHER,(CHLOROPHACINONE = 67707),0.00
1999,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,OTHER,(CUPRAMMONIUM ACETATE = 36011),9100.00
2000,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,OTHER,(CYTOKININS = 116801),0.00
2001,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,OTHER,(GIBBERELLIC ACID = 43801),0.00
2002,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,OTHER,(HYDROGEN PEROXIDE = 595),0.00
2003,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,OTHER,(INDAZIFLAM = 80818),0.00
2004,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,OTHER,(METALDEHYDE = 53001),0.00
2005,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,OTHER,(MINERAL OIL = 63502),0.00
2006,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,OTHER,(PEROXYACETIC ACID = 63201),0.00
2007,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,OTHER,(REYNOUTRIA SACHALINE = 55809),0.00
2008,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,OTHER,(TETRADECEN-1-OL 0 = 128980),0.00
2009,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,OTHER,(TOTAL),21000.00
2010,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,OTHER,(TRICHODERMA ASPERELLUM STRAIN ICC 012 = 119208),0.00
2011,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB,OTHER,(TRICHODERMA GAMISII STRAIN ICC 080 = 119207),0.00
2012,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,FUNGICIDE,(AZOXYSTROBIN = 128810),0.00
2013,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,FUNGICIDE,(BACILLUS AMYLOLIQUEFAC F727 = 16489),0.00
2014,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,FUNGICIDE,(BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482),0.00
2015,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,FUNGICIDE,(BACILLUS SUBTILIS = 6479),0.00
2016,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,FUNGICIDE,(BASIC COPPER SULFATE = 8101),0.00
2017,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,FUNGICIDE,(BOSCALID = 128008),0.29
2018,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,FUNGICIDE,(BT SUBSP KURSTAKI EVB-113-19 = 6544),0.00
2019,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,FUNGICIDE,(CALCIUM POLYSULFIDE = 76702),13.29
2020,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,FUNGICIDE,(CAPTAN = 81301),1.46
2021,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,FUNGICIDE,(CHLOROTHALONIL = 81901),1.90
2022,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,FUNGICIDE,(COPPER CHLORIDE HYD. = 23501),0.31
2023,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,FUNGICIDE,(COPPER HYDROXIDE = 23401),0.28
2024,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,FUNGICIDE,(COPPER OXIDE = 25601),0.00
2025,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,FUNGICIDE,(CYMOXANIL = 129106),0.00
2026,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,FUNGICIDE,(CYPRODINIL = 288202),0.29
2027,2019,WASHINGTON,APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION,FUNGICIDE,(FAMOXADONE = 113202),0.00
